12:7:32,21.000,21.125,-18.125,-18.250,-17.750,-1002.000,-1002.000,-1002.000,21.390,0.000,0.000,0.000,937.439,929.810,0.000,0.099,0.000,
12:7:33,21.000,21.125,-18.125,-18.250,-17.750,-1002.000,-1002.000,-1002.000,21.390,0.000,0.000,0.000,939.394,929.750,0.000,0.099,0.000,
12:7:34,21.000,21.125,-18.125,-18.313,-17.750,-1002.000,-1002.000,-1002.000,21.400,0.000,0.000,0.000,937.439,929.810,0.000,0.099,0.000,
12:7:35,21.000,21.188,-18.188,-18.313,-17.750,-1002.000,-1002.000,-1002.000,21.390,0.000,0.000,0.000,937.439,929.790,0.000,0.099,0.000,
12:7:36,21.000,21.188,-18.188,-18.250,-17.750,-1002.000,-1002.000,-1002.000,21.410,0.000,0.000,0.000,936.461,929.860,0.000,0.099,0.000,
12:7:37,21.000,21.125,-18.188,-18.250,-17.750,-1002.000,-1002.000,-1002.000,21.410,0.000,0.000,0.000,935.484,929.850,0.000,0.099,0.000,
12:7:38,21.000,21.125,-18.188,-18.313,-17.750,-1002.000,-1002.000,-1002.000,21.400,0.000,0.000,0.000,935.484,929.800,0.000,0.099,0.000,
12:7:39,21.000,21.125,-18.188,-18.313,-17.750,-1002.000,-1002.000,-1002.000,21.410,0.000,0.000,0.000,937.439,929.830,0.000,0.099,0.000,
12:7:40,21.000,21.188,-18.188,-18.313,-17.750,-1002.000,-1002.000,-1002.000,21.410,0.000,0.000,0.000,934.506,929.770,0.000,0.099,0.000,
12:7:41,21.000,21.188,-18.188,-18.313,-17.813,-1002.000,-1002.000,-1002.000,21.420,0.000,0.000,0.000,935.484,929.750,0.000,0.099,0.000,
12:7:42,21.000,21.188,-18.250,-18.375,-17.813,-1002.000,-1002.000,-1002.000,21.420,0.000,0.000,0.000,936.461,929.790,0.000,0.099,0.000,
12:7:43,21.000,21.188,-18.250,-18.375,-17.813,-1002.000,-1002.000,-1002.000,21.420,0.000,0.000,0.000,937.439,929.840,0.000,0.099,0.000,
12:7:44,21.000,21.188,-18.250,-18.313,-17.813,-1002.000,-1002.000,-1002.000,21.420,0.000,0.000,0.000,936.461,929.810,0.000,0.099,0.000,
12:7:45,21.000,21.188,-18.250,-18.375,-17.813,-1002.000,-1002.000,-1002.000,21.420,0.000,0.000,0.000,940.371,929.810,0.000,0.099,0.000,
12:7:46,21.000,21.188,-18.250,-18.375,-17.813,-1002.000,-1002.000,-1002.000,21.440,0.000,0.000,0.000,937.439,929.730,0.000,0.099,0.000,
12:7:47,21.000,21.188,-18.250,-18.375,-17.813,-1002.000,-1002.000,-1002.000,21.440,0.000,0.000,0.000,937.439,929.880,0.000,0.099,0.000,
12:7:48,21.000,21.188,-18.250,-18.375,-17.875,-1002.000,-1002.000,-1002.000,21.440,0.000,0.000,0.000,937.439,929.750,0.000,0.099,0.000,
12:7:49,21.000,21.188,-18.313,-18.375,-17.875,-1002.000,-1002.000,-1002.000,21.440,0.000,0.000,0.000,937.439,929.680,0.000,0.099,0.000,
12:7:50,21.000,21.188,-18.313,-18.438,-17.875,-1002.000,-1002.000,-1002.000,21.440,0.000,0.000,0.000,937.439,929.800,0.000,0.099,0.000,
12:7:51,21.000,21.188,-18.313,-18.375,-17.875,-1002.000,-1002.000,-1002.000,21.450,0.000,0.000,0.000,937.439,929.830,0.000,0.099,0.000,
12:7:52,21.000,21.188,-18.313,-18.375,-17.875,-1002.000,-1002.000,-1002.000,21.440,0.000,0.000,0.000,937.439,929.820,0.000,0.099,0.000,
12:7:53,21.000,21.188,-18.250,-18.375,-17.875,-1002.000,-1002.000,-1002.000,21.450,0.000,0.000,0.000,937.439,929.650,0.000,0.099,0.000,
12:7:54,21.000,21.188,-18.313,-18.375,-17.875,-1002.000,-1002.000,-1002.000,21.440,0.000,0.000,0.000,937.439,929.730,0.000,0.099,0.000,
12:7:55,21.000,21.188,-18.313,-18.438,-17.938,-1002.000,-1002.000,-1002.000,21.450,0.000,0.000,0.000,940.371,929.750,0.000,0.099,0.000,
12:7:56,21.000,21.250,-18.313,-18.438,-17.938,-1002.000,-1002.000,-1002.000,21.460,0.000,0.000,0.000,937.439,929.750,0.000,0.099,0.000,
12:7:57,21.000,21.250,-18.313,-18.438,-17.938,-1002.000,-1002.000,-1002.000,21.460,0.000,0.000,0.000,937.439,929.780,0.000,0.099,0.000,
12:7:58,21.063,21.250,-18.313,-18.438,-17.875,-1002.000,-1002.000,-1002.000,21.460,0.000,0.000,0.000,937.439,929.810,0.000,0.099,0.000,
12:7:59,21.000,21.313,-18.375,-18.438,-17.875,-1002.000,-1002.000,-1002.000,21.470,0.000,0.000,0.000,936.461,929.820,0.000,0.099,0.000,
12:7:60,21.000,21.313,-18.313,-18.438,-17.938,-1002.000,-1002.000,-1002.000,21.470,0.000,0.000,0.000,937.439,929.650,0.000,0.128,0.000,
12:8:1,21.000,21.375,-18.313,-18.438,-17.938,-1002.000,-1002.000,-1002.000,21.470,0.000,0.000,0.000,939.394,929.740,0.000,0.099,0.000,
12:8:2,21.063,21.375,-18.313,-18.438,-17.938,-1002.000,-1002.000,-1002.000,21.470,0.000,0.000,0.000,937.439,929.670,0.000,0.099,0.000,
12:8:3,21.063,21.375,-18.375,-18.438,-17.938,-1002.000,-1002.000,-1002.000,21.470,0.000,0.000,0.000,937.439,929.930,0.000,0.099,0.000,
12:8:4,21.063,21.438,-18.375,-18.438,-18.000,-1002.000,-1002.000,-1002.000,21.480,0.000,0.000,0.000,937.439,929.800,0.000,0.099,0.000,
12:8:5,21.063,21.438,-18.375,-18.438,-17.938,-1002.000,-1002.000,-1002.000,21.480,0.000,0.000,0.000,940.371,929.780,0.000,0.099,0.000,
12:8:6,21.063,21.500,-18.375,-18.500,-17.938,-1002.000,-1002.000,-1002.000,21.490,0.000,0.000,0.000,937.439,929.810,0.000,0.099,0.000,
12:8:7,21.000,21.500,-18.375,-18.438,-17.938,-1002.000,-1002.000,-1002.000,21.500,0.000,0.000,0.000,937.439,929.710,0.000,0.128,0.000,
12:8:8,21.063,21.500,-18.375,-18.500,-17.938,-1002.000,-1002.000,-1002.000,21.490,0.000,0.000,0.000,937.439,929.900,0.000,0.099,0.000,
12:8:9,21.063,21.500,-18.375,-18.500,-18.000,-1002.000,-1002.000,-1002.000,21.500,0.000,0.000,0.000,937.439,929.830,0.000,0.099,0.000,
12:8:10,21.063,21.500,-18.438,-18.500,-18.000,-1002.000,-1002.000,-1002.000,21.510,0.000,0.000,0.000,937.439,929.770,0.000,0.099,0.000,
12:8:11,21.063,21.500,-18.438,-18.500,-18.000,-1002.000,-1002.000,-1002.000,21.510,0.000,0.000,0.000,938.416,929.660,0.000,0.128,0.000,
12:8:12,21.063,21.500,-18.438,-18.500,-18.063,-1002.000,-1002.000,-1002.000,21.520,0.000,0.000,0.000,937.439,929.760,0.000,0.099,0.000,
12:8:13,21.063,21.500,-18.438,-18.500,-18.000,-1002.000,-1002.000,-1002.000,21.520,0.000,0.000,0.000,938.416,929.810,0.000,0.128,0.000,
12:8:14,21.063,21.500,-18.438,-18.500,-18.063,-1002.000,-1002.000,-1002.000,21.510,0.000,0.000,0.000,941.349,929.870,0.000,0.099,0.000,
12:8:15,21.063,21.500,-18.438,-18.500,-18.000,-1002.000,-1002.000,-1002.000,21.530,0.000,0.000,0.000,939.394,929.740,0.000,0.099,0.000,
12:8:16,21.063,21.500,-18.438,-18.500,-18.063,-1002.000,-1002.000,-1002.000,21.530,0.000,0.000,0.000,937.439,929.860,0.000,0.099,0.000,
12:8:17,21.063,21.500,-18.438,-18.563,-18.063,-1002.000,-1002.000,-1002.000,21.540,0.000,0.000,0.000,937.439,929.800,0.000,0.099,0.000,
12:8:18,21.063,21.500,-18.438,-18.563,-18.063,-1002.000,-1002.000,-1002.000,21.530,0.000,0.000,0.000,935.484,929.890,0.000,0.099,0.000,
12:8:19,21.063,21.500,-18.438,-18.563,-18.063,-1002.000,-1002.000,-1002.000,21.540,0.000,0.000,0.000,937.439,929.810,0.000,0.099,0.000,
12:8:20,21.063,21.500,-18.438,-18.563,-18.063,-1002.000,-1002.000,-1002.000,21.540,0.000,0.000,0.000,937.439,929.810,0.000,0.099,0.000,
12:8:21,21.063,21.500,-18.438,-18.563,-18.063,-1002.000,-1002.000,-1002.000,21.550,0.000,0.000,0.000,938.416,929.830,0.000,0.099,0.000,
12:8:22,21.063,21.500,-18.438,-18.563,-18.063,-1002.000,-1002.000,-1002.000,21.550,0.000,0.000,0.000,938.416,929.820,0.000,0.099,0.000,
12:8:23,21.063,21.500,-18.438,-18.563,-18.063,-1002.000,-1002.000,-1002.000,21.560,0.000,0.000,0.000,941.349,929.820,0.000,0.099,0.000,
12:8:24,21.063,21.563,-18.500,-18.563,-18.125,-1002.000,-1002.000,-1002.000,21.550,0.000,0.000,0.000,937.439,929.760,0.000,0.128,0.000,
12:8:25,21.063,21.500,-18.500,-18.500,-18.125,-1002.000,-1002.000,-1002.000,21.570,0.000,0.000,0.000,937.439,929.860,0.000,0.099,0.000,
12:8:26,21.063,21.500,-18.500,-18.563,-18.125,-1002.000,-1002.000,-1002.000,21.560,0.000,0.000,0.000,936.461,929.690,0.000,0.099,0.000,
12:8:27,21.063,21.500,-18.500,-18.563,-18.125,-1002.000,-1002.000,-1002.000,21.580,0.000,0.000,0.000,940.371,929.840,0.000,0.099,0.000,
12:8:28,21.063,21.500,-18.500,-18.563,-18.125,-1002.000,-1002.000,-1002.000,21.580,0.000,0.000,0.000,937.439,929.810,0.000,0.099,0.000,
12:8:29,21.063,21.563,-18.500,-18.563,-18.125,-1002.000,-1002.000,-1002.000,21.580,0.000,0.000,0.000,938.416,929.890,0.000,0.099,0.000,
12:8:30,21.063,21.563,-18.500,-18.563,-18.125,-1002.000,-1002.000,-1002.000,21.580,0.000,0.000,0.000,936.461,929.860,0.000,0.099,0.000,
12:8:31,21.063,21.625,-18.500,-18.563,-18.125,-1002.000,-1002.000,-1002.000,21.580,0.000,0.000,0.000,936.461,929.760,0.000,0.099,0.000,
12:8:32,21.063,21.688,-18.563,-18.625,-18.188,-1002.000,-1002.000,-1002.000,21.590,0.000,0.000,0.000,937.439,929.770,0.000,0.099,0.000,
12:8:33,21.063,21.688,-18.563,-18.625,-18.188,-1002.000,-1002.000,-1002.000,21.600,0.000,0.000,0.000,938.416,929.850,0.000,0.099,0.000,
12:8:34,21.063,21.750,-18.500,-18.625,-18.188,-1002.000,-1002.000,-1002.000,21.590,0.000,0.000,0.000,934.506,929.890,0.000,0.099,0.000,
12:8:35,21.063,21.750,-18.500,-18.625,-18.125,-1002.000,-1002.000,-1002.000,21.600,0.000,0.000,0.000,937.439,929.790,0.000,0.099,0.000,
12:8:36,21.063,21.750,-18.500,-18.625,-18.125,-1002.000,-1002.000,-1002.000,21.610,0.000,0.000,0.000,935.484,929.810,0.000,0.099,0.000,
12:8:37,21.063,21.813,-18.563,-18.625,-18.188,-1002.000,-1002.000,-1002.000,21.610,0.000,0.000,0.000,941.349,929.730,0.000,0.099,0.000,
12:8:38,21.063,21.813,-18.563,-18.625,-18.188,-1002.000,-1002.000,-1002.000,21.610,0.000,0.000,0.000,937.439,929.740,0.000,0.099,0.000,
12:8:39,21.063,21.875,-18.563,-18.625,-18.188,-1002.000,-1002.000,-1002.000,21.620,0.000,0.000,0.000,937.439,929.710,0.000,0.099,0.000,
12:8:40,21.125,21.875,-18.563,-18.688,-18.188,-1002.000,-1002.000,-1002.000,21.620,0.000,0.000,0.000,936.461,929.810,0.000,0.099,0.000,
12:8:41,21.063,21.875,-18.563,-18.625,-18.250,-1002.000,-1002.000,-1002.000,21.630,0.000,0.000,0.000,936.461,929.840,0.000,0.099,0.000,
12:8:42,21.125,21.875,-18.563,-18.625,-18.188,-1002.000,-1002.000,-1002.000,21.640,0.000,0.000,0.000,938.416,929.730,0.000,0.099,0.000,
12:8:43,21.125,21.938,-18.563,-18.625,-18.250,-1002.000,-1002.000,-1002.000,21.640,0.000,0.000,0.000,934.506,929.800,0.000,0.099,0.000,
12:8:44,21.125,21.938,-18.563,-18.625,-18.250,-1002.000,-1002.000,-1002.000,21.640,0.000,0.000,0.000,937.439,929.640,0.000,0.099,0.000,
12:8:45,21.063,21.938,-18.625,-18.688,-18.188,-1002.000,-1002.000,-1002.000,21.650,0.000,0.000,0.000,937.439,929.840,0.000,0.099,0.000,
12:8:46,21.125,22.000,-18.625,-18.688,-18.250,-1002.000,-1002.000,-1002.000,21.650,0.000,0.000,0.000,934.506,929.810,0.000,0.099,0.000,
12:8:47,21.125,22.000,-18.625,-18.688,-18.250,-1002.000,-1002.000,-1002.000,21.660,0.000,0.000,0.000,940.371,929.800,0.000,0.099,0.000,
12:8:48,21.125,22.063,-18.563,-18.688,-18.250,-1002.000,-1002.000,-1002.000,21.660,0.000,0.000,0.000,937.439,929.740,0.000,0.099,0.000,
12:8:49,21.125,22.063,-18.625,-18.688,-18.250,-1002.000,-1002.000,-1002.000,21.660,0.000,0.000,0.000,937.439,929.750,0.000,0.128,0.000,
12:8:50,21.125,22.125,-18.625,-18.688,-18.250,-1002.000,-1002.000,-1002.000,21.660,0.000,0.000,0.000,938.416,929.790,0.000,0.099,0.000,
12:8:51,21.125,22.125,-18.625,-18.688,-18.250,-1002.000,-1002.000,-1002.000,21.670,0.000,0.000,0.000,937.439,929.820,0.000,0.099,0.000,
12:8:52,21.063,22.188,-18.625,-18.688,-18.250,-1002.000,-1002.000,-1002.000,21.670,0.000,0.000,0.000,934.506,929.810,0.000,0.099,0.000,
12:8:53,21.125,22.250,-18.625,-18.688,-18.313,-1002.000,-1002.000,-1002.000,21.680,0.000,0.000,0.000,937.439,929.830,0.000,0.099,0.000,
12:8:54,21.125,22.250,-18.625,-18.688,-18.313,-1002.000,-1002.000,-1002.000,21.680,0.000,0.000,0.000,938.416,929.810,0.000,0.099,0.000,
12:8:55,21.125,22.250,-18.625,-18.688,-18.313,-1002.000,-1002.000,-1002.000,21.690,0.000,0.000,0.000,938.416,929.860,0.000,0.099,0.000,
12:8:56,21.125,22.250,-18.625,-18.688,-18.313,-1002.000,-1002.000,-1002.000,21.690,0.000,0.000,0.000,937.439,929.880,0.000,0.099,0.000,
12:8:57,21.125,22.313,-18.625,-18.750,-18.313,-1002.000,-1002.000,-1002.000,21.690,0.000,0.000,0.000,936.461,929.760,0.000,0.099,0.000,
12:8:58,21.125,22.313,-18.625,-18.688,-18.250,-1002.000,-1002.000,-1002.000,21.690,0.000,0.000,0.000,937.439,929.840,0.000,0.099,0.000,
12:8:59,21.125,22.313,-18.688,-18.688,-18.313,-1002.000,-1002.000,-1002.000,21.700,0.000,0.000,0.000,937.439,929.760,0.000,0.099,0.000,
12:8:60,21.125,22.250,-18.688,-18.688,-18.313,-1002.000,-1002.000,-1002.000,21.710,0.000,0.000,0.000,938.416,929.770,0.000,0.099,0.000,
12:9:1,21.125,22.313,-18.688,-18.688,-18.375,-1002.000,-1002.000,-1002.000,21.720,0.000,0.000,0.000,937.439,929.800,0.000,0.099,0.000,
12:9:2,21.125,22.313,-18.625,-18.750,-18.375,-1002.000,-1002.000,-1002.000,21.710,0.000,0.000,0.000,938.416,929.910,0.000,0.099,0.000,
12:9:3,21.125,22.375,-18.688,-18.750,-18.375,-1002.000,-1002.000,-1002.000,21.710,0.000,0.000,0.000,936.461,929.830,0.000,0.099,0.000,
12:9:4,21.125,22.375,-18.688,-18.750,-18.313,-1002.000,-1002.000,-1002.000,21.730,0.000,0.000,0.000,937.439,929.770,0.000,0.099,0.000,
12:9:5,21.125,22.375,-18.688,-18.750,-18.313,-1002.000,-1002.000,-1002.000,21.730,0.000,0.000,0.000,938.416,929.840,0.000,0.099,0.000,
12:9:6,21.125,22.438,-18.688,-18.688,-18.313,-1002.000,-1002.000,-1002.000,21.740,0.000,0.000,0.000,936.461,929.820,0.000,0.099,0.000,
12:9:7,21.125,22.500,-18.688,-18.750,-18.375,-1002.000,-1002.000,-1002.000,21.750,0.000,0.000,0.000,937.439,929.840,0.000,0.099,0.000,
12:9:8,21.125,22.500,-18.688,-18.750,-18.375,-1002.000,-1002.000,-1002.000,21.750,0.000,0.000,0.000,937.439,929.810,0.000,0.099,0.000,
12:9:9,21.125,22.500,-18.688,-18.750,-18.375,-1002.000,-1002.000,-1002.000,21.750,0.000,0.000,0.000,935.484,929.930,0.000,0.099,0.000,
12:9:10,21.125,22.563,-18.688,-18.750,-18.375,-1002.000,-1002.000,-1002.000,21.750,0.000,0.000,0.000,937.439,929.900,0.000,0.099,0.000,
12:9:11,21.125,22.625,-18.688,-18.813,-18.375,-1002.000,-1002.000,-1002.000,21.760,0.000,0.000,0.000,937.439,929.900,0.000,0.099,0.000,
12:9:12,21.125,22.688,-18.688,-18.750,-18.375,-1002.000,-1002.000,-1002.000,21.770,0.000,0.000,0.000,937.439,929.930,0.000,0.099,0.000,
12:9:13,21.125,22.688,-18.750,-18.750,-18.375,-1002.000,-1002.000,-1002.000,21.770,0.000,0.000,0.000,936.461,929.820,0.000,0.099,0.000,
12:9:14,21.125,22.688,-18.750,-18.750,-18.375,-1002.000,-1002.000,-1002.000,21.780,0.000,0.000,0.000,937.439,929.790,0.000,0.099,0.000,
12:9:15,21.125,22.688,-18.750,-18.750,-18.438,-1002.000,-1002.000,-1002.000,21.780,0.000,0.000,0.000,938.416,929.720,0.000,0.099,0.000,
12:9:16,21.125,22.688,-18.750,-18.750,-18.438,-1002.000,-1002.000,-1002.000,21.800,0.000,0.000,0.000,934.506,929.840,0.000,0.099,0.000,
12:9:17,21.125,22.688,-18.688,-18.813,-18.438,-1002.000,-1002.000,-1002.000,21.800,0.000,0.000,0.000,935.484,929.840,0.000,0.128,0.000,
12:9:18,21.125,22.750,-18.688,-18.813,-18.438,-1002.000,-1002.000,-1002.000,21.800,0.000,0.000,0.000,937.439,929.830,0.000,0.099,0.000,
12:9:19,21.125,22.750,-18.750,-18.813,-18.375,-1002.000,-1002.000,-1002.000,21.810,0.000,0.000,0.000,935.484,929.790,0.000,0.099,0.000,
12:9:20,21.125,22.750,-18.750,-18.813,-18.375,-1002.000,-1002.000,-1002.000,21.810,0.000,0.000,0.000,936.461,929.770,0.000,0.099,0.000,
12:9:21,21.125,22.750,-18.750,-18.813,-18.375,-1002.000,-1002.000,-1002.000,21.820,0.000,0.000,0.000,938.416,929.790,0.000,0.099,0.000,
12:9:22,21.125,22.813,-18.750,-18.813,-18.438,-1002.000,-1002.000,-1002.000,21.830,0.000,0.000,0.000,941.349,929.860,0.000,0.099,0.000,
12:9:23,21.125,22.813,-18.750,-18.813,-18.438,-1002.000,-1002.000,-1002.000,21.830,0.000,0.000,0.000,934.506,929.660,0.000,0.099,0.000,
12:9:24,21.125,22.875,-18.750,-18.813,-18.438,-1002.000,-1002.000,-1002.000,21.840,0.000,0.000,0.000,938.416,929.780,0.000,0.099,0.000,
12:9:25,21.125,22.813,-18.750,-18.813,-18.438,-1002.000,-1002.000,-1002.000,21.850,0.000,0.000,0.000,938.416,929.860,0.000,0.099,0.000,
12:9:26,21.125,22.813,-18.750,-18.813,-18.438,-1002.000,-1002.000,-1002.000,21.850,0.000,0.000,0.000,940.371,929.780,0.000,0.099,0.000,
12:9:27,21.125,22.875,-18.813,-18.813,-18.438,-1002.000,-1002.000,-1002.000,21.860,0.000,0.000,0.000,937.439,929.880,0.000,0.099,0.000,
12:9:28,21.125,22.875,-18.813,-18.813,-18.438,-1002.000,-1002.000,-1002.000,21.860,0.000,0.000,0.000,938.416,929.780,0.000,0.099,0.000,
12:9:29,21.125,22.875,-18.813,-18.813,-18.438,-1002.000,-1002.000,-1002.000,21.860,0.000,0.000,0.000,937.439,929.780,0.000,0.099,0.000,
12:9:30,21.125,22.938,-18.750,-18.813,-18.438,-1002.000,-1002.000,-1002.000,21.860,0.000,0.000,0.000,940.371,929.770,0.000,0.099,0.000,
12:9:31,21.125,22.938,-18.813,-18.813,-18.500,-1002.000,-1002.000,-1002.000,21.880,0.000,0.000,0.000,937.439,929.770,0.000,0.099,0.000,
12:9:32,21.125,23.000,-18.750,-18.813,-18.500,-1002.000,-1002.000,-1002.000,21.890,0.000,0.000,0.000,940.371,929.780,0.000,0.099,0.000,
12:9:33,21.125,23.000,-18.813,-18.875,-18.438,-1002.000,-1002.000,-1002.000,21.890,0.000,0.000,0.000,935.484,929.790,0.000,0.099,0.000,
12:9:34,21.125,23.000,-18.813,-18.875,-18.438,-1002.000,-1002.000,-1002.000,21.890,0.000,0.000,0.000,941.349,929.770,0.000,0.099,0.000,
12:9:35,21.188,23.063,-18.813,-18.875,-18.500,-1002.000,-1002.000,-1002.000,21.890,0.000,0.000,0.000,934.506,929.710,0.000,0.099,0.000,
12:9:36,21.125,23.063,-18.813,-18.875,-18.438,-1002.000,-1002.000,-1002.000,21.900,0.000,0.000,0.000,937.439,929.730,0.000,0.099,0.000,
12:9:37,21.125,23.063,-18.750,-18.813,-18.500,-1002.000,-1002.000,-1002.000,21.900,0.000,0.000,0.000,937.439,929.710,0.000,0.099,0.000,
12:9:38,21.125,23.063,-18.813,-18.875,-18.500,-1002.000,-1002.000,-1002.000,21.910,0.000,0.000,0.000,937.439,929.760,0.000,0.099,0.000,
12:9:39,21.125,23.000,-18.813,-18.875,-18.500,-1002.000,-1002.000,-1002.000,21.920,0.000,0.000,0.000,937.439,929.800,0.000,0.099,0.000,
12:9:40,21.125,23.063,-18.813,-18.875,-18.500,-1002.000,-1002.000,-1002.000,21.930,0.000,0.000,0.000,938.416,929.680,0.000,0.099,0.000,
12:9:41,21.188,23.000,-18.875,-18.875,-18.500,-1002.000,-1002.000,-1002.000,21.930,0.000,0.000,0.000,937.439,929.870,0.000,0.099,0.000,
12:9:42,21.188,23.000,-18.813,-18.875,-18.500,-1002.000,-1002.000,-1002.000,21.940,0.000,0.000,0.000,939.394,929.830,0.000,0.099,0.000,
12:9:43,21.188,23.000,-18.813,-18.875,-18.500,-1002.000,-1002.000,-1002.000,21.930,0.000,0.000,0.000,937.439,929.730,0.000,0.099,0.000,
12:9:44,21.125,23.000,-18.813,-18.875,-18.500,-1002.000,-1002.000,-1002.000,21.940,0.000,0.000,0.000,937.439,929.790,0.000,0.099,0.000,
12:9:45,21.125,23.000,-18.813,-18.875,-18.500,-1002.000,-1002.000,-1002.000,21.950,0.000,0.000,0.000,937.439,929.800,0.000,0.099,0.000,
12:9:46,21.125,23.000,-18.813,-18.875,-18.563,-1002.000,-1002.000,-1002.000,21.950,0.000,0.000,0.000,936.461,929.770,0.000,0.099,0.000,
12:9:47,21.188,23.063,-18.813,-18.875,-18.563,-1002.000,-1002.000,-1002.000,21.950,0.000,0.000,0.000,936.461,929.860,0.000,0.099,0.000,
12:9:48,21.188,23.063,-18.875,-18.875,-18.500,-1002.000,-1002.000,-1002.000,21.960,0.000,0.000,0.000,941.349,929.670,0.000,0.099,0.000,
12:9:49,21.188,23.125,-18.875,-18.875,-18.563,-1002.000,-1002.000,-1002.000,21.970,0.000,0.000,0.000,938.416,929.890,0.000,0.099,0.000,
12:9:50,21.188,23.125,-18.875,-18.938,-18.563,-1002.000,-1002.000,-1002.000,21.970,0.000,0.000,0.000,936.461,929.860,0.000,0.099,0.000,
12:9:51,21.188,23.125,-18.813,-18.875,-18.563,-1002.000,-1002.000,-1002.000,21.980,0.000,0.000,0.000,935.484,929.820,0.000,0.099,0.000,
12:9:52,21.188,23.188,-18.813,-18.875,-18.563,-1002.000,-1002.000,-1002.000,21.980,0.000,0.000,0.000,938.416,929.760,0.000,0.099,0.000,
12:9:53,21.188,23.188,-18.813,-18.938,-18.563,-1002.000,-1002.000,-1002.000,21.980,0.000,0.000,0.000,938.416,929.740,0.000,0.099,0.000,
12:9:54,21.188,23.250,-18.875,-18.938,-18.563,-1002.000,-1002.000,-1002.000,21.990,0.000,0.000,0.000,938.416,929.750,0.000,0.099,0.000,
12:9:55,21.188,23.250,-18.875,-18.938,-18.563,-1002.000,-1002.000,-1002.000,21.990,0.000,0.000,0.000,937.439,929.810,0.000,0.099,0.000,
12:9:56,21.188,23.250,-18.875,-18.938,-18.563,-1002.000,-1002.000,-1002.000,22.010,0.000,0.000,0.000,937.439,929.790,0.000,0.099,0.000,
12:9:57,21.188,23.313,-18.875,-18.938,-18.563,-1002.000,-1002.000,-1002.000,22.010,0.000,0.000,0.000,937.439,929.840,0.000,0.099,0.000,
12:9:58,21.188,23.313,-18.875,-18.938,-18.563,-1002.000,-1002.000,-1002.000,22.020,0.000,0.000,0.000,937.439,929.790,0.000,0.099,0.000,
12:9:59,21.188,23.313,-18.813,-18.938,-18.625,-1002.000,-1002.000,-1002.000,22.020,0.000,0.000,0.000,937.439,929.880,0.000,0.099,0.000,
12:10:0,21.188,23.375,-18.875,-18.938,-18.625,-1002.000,-1002.000,-1002.000,22.030,0.000,0.000,0.000,935.484,929.790,0.000,0.099,0.000,
12:10:1,21.188,23.375,-18.875,-18.938,-18.625,-1002.000,-1002.000,-1002.000,22.030,0.000,0.000,0.000,937.439,929.770,0.000,0.099,0.000,
